,L1,L2,L3,L4,L5,L1_ver,L2_ver,L3_ver,L4_ver,L5_ver,[INV] Invoice ID
519,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Distribution and control centers and accessories,Medium voltage switchgear,Medium voltage switchgear,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,64
520,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Distribution and control centers and accessories,Meter centers or sockets,Meter centers or sockets,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,11
521,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Distribution and control centers and accessories,Motor control centers,Motor control centers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,16
522,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Distribution and control centers and accessories,Switchgear systems,Switchgear systems,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,565
523,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical Variable Speed Drives,Electrical Variable Speed Drives,Electrical Variable Speed Drives,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,93
524,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical Variable Speed Drives,Inverter drive AC,Inverter drive AC,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,808
525,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical boxes and enclosures and fittings and accessories,Ceiling box,Ceiling box,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,222
526,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical boxes and enclosures and fittings and accessories,Electrical box covers,Electrical box covers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,112
527,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical boxes and enclosures and fittings and accessories,Electrical boxes,Electrical boxes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,33
528,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical boxes and enclosures and fittings and accessories,Electrical boxes and enclosures and fittings and accessories,Electrical boxes and enclosures and fittings and accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,743
529,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical boxes and enclosures and fittings and accessories,Electrical junction box,Electrical junction box,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,60
530,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical boxes and enclosures and fittings and accessories,Electrical pushbutton enclosure,Electrical pushbutton enclosure,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,11
531,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical boxes and enclosures and fittings and accessories,Enclosure plates or covers,Enclosure plates or covers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,354
532,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical controls and accessories,Contactors,Auxiliary contactors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,92
533,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical controls and accessories,Contactors,Contactors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1961
534,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical controls and accessories,Electrical controls and accessories,Electrical controls and accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,182
535,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical controls and accessories,Encoders,Encoders,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,392
536,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical controls and accessories,Indicator or pilot lights,Indicator or pilot lights,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,73
537,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical controls and accessories,Motor starter controls,Motor starter controls,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,27
538,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical controls and accessories,Timer controls,Timer controls,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,24
539,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical equipment and components and supplies,Electrical equipment and components and supplies,Electrical equipment and components and supplies,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,10944
540,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical hardware and supplies,Cable clamp and staple,Cable clamp and staple,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,10
541,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical hardware and supplies,Cable clips,Cable clips,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,75
542,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical hardware and supplies,Cable splicing kits,Cable splicing kits,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4331
543,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical hardware and supplies,Cable ties,Cable ties,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1062
544,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical hardware and supplies,Din Rail,Din Rail,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,10
545,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical lugs plugs and connectors,Cable gland connectors,Cable gland connectors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,322
546,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical lugs plugs and connectors,Cable or wire lugs,Cable or wire lugs,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1162
547,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical lugs plugs and connectors,Electrical lugs plugs and connectors,Electrical lugs plugs and connectors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,532
548,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical lugs plugs and connectors,Electrical plugs,Electrical plugs,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,71
549,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical lugs plugs and connectors,Electrical receptacles,Electrical receptacles,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1061
550,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical lugs plugs and connectors,Electrical terminals,Electrical terminals,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1
551,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical lugs plugs and connectors,Electrodes,Anodes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
552,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical lugs plugs and connectors,Electrodes,Electrodes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,42
553,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical lugs plugs and connectors,Terminal blocks,Terminal blocks,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,37
554,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical lugs plugs and connectors,Wire terminal connector kit,Wire terminal connector kit,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
555,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical relays and accessories,Auxiliary relay,Auxiliary relay,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
556,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical relays and accessories,Control relay,Control relay,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,306
557,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical relays and accessories,Electrical relays and accessories,Electrical relays and accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,488
558,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical relays and accessories,Overload relay,Overload relay,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,369
559,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical relays and accessories,Power relay,Power relay,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,15
560,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical relays and accessories,Socket relay,Socket relay,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,440
561,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical relays and accessories,Solid state relay,Solid state relay,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,47
562,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical relays and accessories,Time relay,Time relay,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,286
563,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical safety devices and accessories,Cathodic protection equipment,Cathodic protection equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2
564,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Dimmer switch,Dimmer switch,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,8
565,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Electrical switches and accessories,Electrical switches and accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1228
566,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Limit switch,Limit switch,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,667
567,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Occupancy or motion sensing switch,Occupancy or motion sensing switch,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,6
568,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Photocell switch,Photocell switch,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,17
569,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Pressure switch,Pressure switch,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,332
570,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Proximity switch,Proximity switch,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,270
571,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Pull Chain switch,Pull Chain switch,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,5
572,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Push button switch,Push button switch,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,508
573,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Safety switch,Safety switch,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,28
574,Electrical Systems and Lighting and Components and Accessories and Supplies,Electrical equipment and components and supplies,Electrical switches and accessories,Switch parts or accessories,Switch parts or accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
